lpermno,gvkey,linkprim,liid,linktype,lpermco,linkdt,linkenddt,iid,datadate,tic,cusip,conm,curcddv,capgn,cheqv,div,divd,divdpaydateind,divsp,dvrated,paydateind,anncdate,capgnpaydate,cheqvpaydate,divdpaydate,divsppaydate,paydate,recorddate,curcdd,adrrc,ajexdi,cshoc,cshtrd,dvi,eps,epsmo,prccd,prchd,prcld,prcod,prcstd,trfd,exchg,secstat,tpci,cik,fic,add1,add2,add3,add4,addzip,busdesc,city,conml,costat,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-01 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,91000.0,,0.22,9.0,11.5,11.5,10.75,10.9,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-02 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,94100.0,,0.22,9.0,11.82,11.82,11.26,11.5,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-05 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,151800.0,,0.22,9.0,12.3,12.3,11.6,12.24,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-06 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,96700.0,,0.22,9.0,12.05,12.64,12.0,12.56,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-07 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,217800.0,,0.22,9.0,12.05,12.1,11.75,12.1,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-09 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,57400.0,,0.22,9.0,11.9,12.44,11.81,12.27,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-12 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,38600.0,,0.22,9.0,11.95,12.15,11.75,12.15,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-13 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,33800.0,,0.22,9.0,12.0,12.05,11.8035,11.93,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-15 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,23000.0,,0.22,9.0,11.8,11.96,11.8,11.96,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-16 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,166200.0,,0.22,9.0,10.85,11.6,10.75,11.6,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-19 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,30800.0,,0.22,9.0,10.75,11.04,10.75,10.9,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-12-21 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,16572000.0,45700.0,,0.22,9.0,10.35,10.55,10.31,10.5,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-11-11 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,42100.0,,0.22,9.0,9.52,9.75,9.44,9.6,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-09-28 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,172400.0,,0.1,12.0,10.95,11.23,10.31,10.31,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-11-10 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,63200.0,,0.22,9.0,9.65,9.95,9.3,9.95,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-11-08 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,177700.0,,0.22,9.0,10.25,10.37,9.92,10.2,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-03 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,247200.0,,0.1,12.0,11.85,12.34,11.75,12.05,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-04 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,190500.0,,0.1,12.0,11.41,11.98,11.07,11.98,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-05 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,179700.0,,0.1,12.0,11.18,11.88,10.75,11.35,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-07 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,144300.0,,0.1,12.0,10.3,10.75,10.28,10.45,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-10 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,206400.0,,0.1,12.0,9.88,11.19,9.75,11.19,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-11 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,134800.0,,0.1,12.0,10.2,10.49,9.7,9.7,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-13 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,115800.0,,0.1,12.0,9.91,10.05,9.85,10.0,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-14 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,50400.0,,0.1,12.0,9.9,10.1,9.85,9.96,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-17 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,76500.0,,0.1,12.0,10.19,10.5,9.8999,9.9,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-18 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,87800.0,,0.1,12.0,9.85,10.2,9.8,10.2,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-19 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,56300.0,,0.1,12.0,9.98,10.05,9.6,9.82,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-20 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,88200.0,,0.1,12.0,9.44,10.0,9.3,9.97,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-21 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,215100.0,,0.1,12.0,8.83,9.33,8.61,9.3,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-25 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,128300.0,,0.1,12.0,9.52,9.54,9.0,9.0,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-26 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,122700.0,,0.1,12.0,9.5,9.84,9.301,9.53,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-27 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,100800.0,,0.1,12.0,9.0,9.6,8.95,9.5,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-10-31 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,45300.0,,0.1,12.0,9.25,9.5499,9.07,9.07,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-11-01 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,55700.0,,0.1,12.0,9.44,9.45,8.95,9.25,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-11-02 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,74900.0,,0.1,12.0,10.01,10.2,9.36,9.42,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
90335,001308,C,02,LC,22169,1095033600000000000,20110228,02,2005-11-04 00:00:00,ALY,019645506,ALLIS-CHALMERS ENERGY INC,nan,,,,,nan,,,nan,,,,,,,,USD,,1.0,17506000.0,58900.0,,0.1,12.0,9.68,9.85,9.501,9.8,3.0,1.0,11,I,0,0000003982,USA,"11125 Equity Drive, Suite 200",nan,nan,nan,77041,"Allis-Chalmers Energy Inc. provides services and equipment to oil and natural gas exploration and production companies in the United States. It operates through three segments: Oilfield Services, Drilling and Completion, and Rental Services.",Houston,Allis-Chalmers Energy Inc,I,,01,39-0126090,713-856-4246,12,1010,101010,10,10101020,D,DE,USA,213111,713-856-4222,,,02,1381,175,976,,TX,0,www.alchenergy.com,1298505600000000000,
